,index,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL,arms,arm1,arm2,arm1_included,arm2_included,arm1_to_remove,arm2_to_remove,also_arm1_to_remove,also_arm2_to_remove,new_arm1,new_arm2,arm1_has_approved_drugs,arm2_has_approved_drugs
690,3000,3001,NCT00545948,Adjuvant Cisplatin With Either Genomic-Guided Vinorelbine or Pemetrexed for Early Stage Non-Small-Cell Lung Cancer,TOP0703,Terminated,Has Results,"Carcinoma, Non-Small-Cell Lung",Drug: Vinorelbine followed by Cisplatin|Drug: Pemetrexed followed by Cisplatin,"2-Year Progression-Free Survival Rate in Patients With Completely Resected Stage IB, II, or IIIA NSCLC|Percentage of Patients With Completely Resected NSCLC Tumors That Can Be Analyzed and Used to Direct Adjuvant Chemotherapy|2-Year Overall Survival in Patients Treated for NSCLC|Patient Understanding and Perceptions of Participating in a Clinical Trial Evaluating Cancer Genomics for Adjuvant Treatment of Early Stage Lung Cancer|Compare Drug Sensitivity Patterns of Cisplatin and Pemetrexed in Both Treatment Arms",Duke University|Eli Lilly and Company,All,"18 Years and older   (Adult, Older Adult)",Phase 2,31.0,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Pro00000657,December 2007,January 2012,January 2012,"October 18, 2007","June 9, 2014","July 21, 2014","Palm Beach Cancer Institute, West Palm Beach, Florida, United States|University of Chicago Medical Center, Chicago, Illinois, United States|Presbyterian HealthCare, Charlotte, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Maria Parham Hospital, Henderson, North Carolina, United States|Scotland HealthCare System (Scotland Memorial Hospital), Laurinburg, North Carolina, United States|Southeastern Regional Medical Center, Gibson Cancer Center, Lumberton, North Carolina, United States|Duke Raleigh Hospital, Raleigh, North Carolina, United States|Johnston Memorial Hospital Authority, Smithfield, North Carolina, United States|Columbus County Hospital, Whiteville, North Carolina, United States|Beaufort Memorial Hospital, Beaufort, South Carolina, United States|Coastal Cancer Center, Myrtle Beach, South Carolina, United States|Community Memorial Health Center, South Hill, Virginia, United States",,https://ClinicalTrials.gov/show/NCT00545948,2,vinorelbine followed by cisplatin,pemetrexed followed by cisplatin,1,1,False,False,False,False,vinorelbine followed by cisplatin,pemetrexed followed by cisplatin,1,1
693,3004,3005,NCT01116219,"Bevacizumab, Pemetrexed Disodium, and Cisplatin or Erlotinib Hydrochloride and Bevacizumab in Treating Patients With Stage IV Non-Small Cell Lung Cancer. A Multicenter Phase II Trial Including Biopsy at Progression (BIO-PRO Trial).",,Completed,No Results Available,Lung Cancer,"Biological: bevacizumab, erlotinib|Drug: bevacizumab, pemetrexed, cisplatin",Progression-free survival at 6 months in stratum wtEGFR cohort 1|Progression-free survival|Overall survival|Best response (RECIST 1.1)|Adverse events (CTCAE v4.0)|Molecular markers in tumor tissue and blood,Swiss Group for Clinical Cancer Research,All,"18 Years and older   (Adult, Older Adult)",Phase 2,149.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SAKK 19/09|SWS-SAKK-19-09|EU-21026,June 2010,July 2014,May 2016,"May 4, 2010",,"May 15, 2019","Kantonsspital Aarau, Aarau, Switzerland|Kantonsspital Baden, Baden, Switzerland|Saint Claraspital AG, Basel, Switzerland|Clinical Cancer Research Center at University Hospital Basel, Basel, Switzerland|Istituto Oncologico della Svizzera Italiana - Ospedale San Giovanni, Bellinzona, Switzerland|Inselspital Bern, Bern, Switzerland|Spitalzentrum Biel, Biel, Switzerland|Kantonsspital Bruderholz, Bruderholz, Switzerland|Kantonsspital Graubuenden, Chur, Switzerland|Kantonsspital Freiburg, Freiburg, Switzerland|Hopital Cantonal Universitaire de Geneve, Geneva, Switzerland|Centre Pluridisciplinaire d' Oncologie, Lausanne, Switzerland|Kantonsspital Liestal, Liestal, Switzerland|Kantonsspital Luzern, Luzerne, Switzerland|Kantonsspital Olten, Olten, Switzerland|Kantonsspital - St. Gallen, St. Gallen, Switzerland|Regionalspital, Thun, Switzerland|Spital Uster, Uster, Switzerland|Kantonsspital Winterthur, Winterthur, Switzerland|UniversitaetsSpital Zuerich, Zurich, Switzerland|City Hospital Triemli, Zurich, Switzerland|Onkozentrum Hirslanden, Zürich, Switzerland",,https://ClinicalTrials.gov/show/NCT01116219,2,"bevacizumab, erlotinib","bevacizumab, pemetrexed, cisplatin",1,1,False,False,False,False,"bevacizumab, erlotinib","bevacizumab, pemetrexed, cisplatin",1,1
700,3028,3029,NCT00903292,Tailored Second Line Treatment by Epidermal Growth Factor Receptor (EGFR) Mutation in Patients With Advanced Lung Adenocarcinoma,,Unknown status,No Results Available,Non-Small Cell Lung Cancer,Drug: erlotinib (Tarceva)|Drug: pemetrexed (Alimta),"The primary analysis will be the overall best response rate, including a 95% confidence interval (Leemis and Trivedi 1996).",National Cheng-Kung University Hospital,All,"20 Years to 80 Years   (Adult, Older Adult)",Not Applicable,52.0,Other,Interventional,Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening,HR98004,March 2009,April 2010,December 2010,"May 18, 2009",,"May 18, 2009","National Cheng-Kung University Hospital, Tainan, Taiwan",,https://ClinicalTrials.gov/show/NCT00903292,2,erlotinib (tarceva),pemetrexed (alimta),1,1,False,False,False,False,erlotinib (tarceva),pemetrexed (alimta),1,1
704,3040,3041,NCT01236716,Nab-Paclitaxel Treatment in Advanced Squamous Cell Carcinoma of Lung,C-TONG1002,Completed,No Results Available,"Carcinoma, Non-Small-Cell Lung",Drug: Albumin paclitaxel plus carboplatin|Drug: Gemcitabine plus carboplatin,"Overall response rate(ORR)|Response duration, progression free survival, overall survival, safety profile",Chinese Society of Lung Cancer,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2,126.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C-TONG1002,November 2010,December 2013,June 2014,"November 9, 2010",,"August 6, 2014","Guangdong General Hospital, Guangzhou, Guangdong, China",,https://ClinicalTrials.gov/show/NCT01236716,2,albumin paclitaxel plus carboplatin,gemcitabine plus carboplatin,1,1,False,False,False,False,albumin paclitaxel plus carboplatin,gemcitabine plus carboplatin,1,1
718,3075,3076,NCT02148380,Combination of Chemotherapy and Gefitinib as First-line Treatment,,Completed,No Results Available,Non-Small-Cell Lung Cancer,Drug: pemetrexed plus carboplatin|Drug: gefitinib,progression-free survival|overall survival|to evaluate the safety profile between three groups,Baohui Han|Shanghai Chest Hospital,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,121.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,chest20140001,May 2014,December 2014,December 2015,"May 28, 2014",,"April 20, 2016","Shanghai Chest Hospital, Shanghai, China",,https://ClinicalTrials.gov/show/NCT02148380,2,pemetrexed plus carboplatin,gefitinib,1,1,False,False,False,False,pemetrexed plus carboplatin,gefitinib,1,1
722,3096,3097,NCT00695994,The Effect of Docetaxel or Gemcitabine-based Chemotherapy in East Asian and Caucasian Patients,,Completed,No Results Available,Non Small Cell Lung Cancer|Breast Cancer,Drug: Docetaxel|Drug: gemcitabine and carboplatin,"Treatment toxicities|objective tumour response, survival, median time to progression, and duration of response","National University Hospital, Singapore",All,"18 Years and older   (Adult, Older Adult)",Phase 2,300.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CTRG-PG02/26/06,October 2006,September 2012,September 2012,"June 12, 2008",,"November 1, 2012","National University Hospital, Singapore, Singapore",,https://ClinicalTrials.gov/show/NCT00695994,2,docetaxel,gemcitabine and carboplatin,1,1,False,False,False,False,docetaxel,gemcitabine and carboplatin,1,1
729,3124,3125,NCT00354549,Bevacizumab and Erlotinib Followed by Cisplatin or Carboplatin and Gemcitabine in Treating Patients With Newly Diagnosed or Recurrent Stage IIIB or Stage IV NSCLC,,Completed,No Results Available,Lung Cancer,Drug: bevacizumab + erlotinib hydrochloride|Drug: gemcitabine hydrochloride + cisplatin or carboplatin,"Disease stabilization (DS) (complete response [CR], partial response [PR], or stable disease [SD]) as assessed by RECIST criteria after 12 weeks of treatment with bevacizumab and erlotinib hydrochloride|DS as assessed by RECIST criteria after 6 and 18 weeks of treatment with bevacizumab and erlotinib hydrochloride|Objective response (CR or PR) as assessed by RECIST criteria after 6, 12, and 18 weeks of treatment with bevacizumab and erlotinib hydrochloride|Best overall response when treated with bevacizumab and erlotinib hydrochloride|Adverse events (AEs) when treated with bevacizumab and erlotinib hydrochloride|Time to progression (TTP) when treated with bevacizumab and erlotinib hydrochloride|Time to treatment failure (TTF) when treated with bevacizumab and erlotinib hydrochloride|Quality of life (QOL) when treated with bevacizumab and erlotinib hydrochloride|Objective response (CR or PR) when treated with chemotherapy|Unexpected adverse drug reaction|QOL when treated with chemotherapy|Overall survival (OS) in patients treated with bevacizumab and erlotinib hydrochloride and in patients treated with subsequent chemotherapy at disease progression",Swiss Group for Clinical Cancer Research,All,"18 Years to 120 Years   (Adult, Older Adult)",Phase 2,104.0,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SAKK 19/05|EU-20614,January 2006,April 2009,September 2010,"July 20, 2006",,"May 15, 2019","Universitaetsspital-Basel, Basel, Switzerland|Oncology Institute of Southern Switzerland, Bellinzona, Switzerland",,https://ClinicalTrials.gov/show/NCT00354549,2,bevacizumab + erlotinib hydrochloride,gemcitabine hydrochloride + cisplatin or carboplatin,1,1,False,False,False,False,bevacizumab + erlotinib hydrochloride,gemcitabine hydrochloride + cisplatin or carboplatin,1,1
739,3169,3170,NCT00198354,Stage I/II NSCLC Perioperative Chemotherapy,,Completed,No Results Available,Non-small Cell Lung Cancer Stage I and II|Peri-operative Chemotherapy,Drug: gemcitabine + cisplatine|Drug: Paclitaxel + Carboplatine,Compare 3-Years survival|Compare Objective response rate,Intergroupe Francophone de Cancerologie Thoracique,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 3,530.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IFCT-0002,May 2001,December 2009,December 2010,"September 20, 2005",,"March 10, 2016","CHU Besancon - Pneumologie, Besancon, France",,https://ClinicalTrials.gov/show/NCT00198354,2,gemcitabine + cisplatine,paclitaxel + carboplatine,1,1,False,False,False,False,gemcitabine + cisplatine,paclitaxel + carboplatine,1,1
740,3171,3172,NCT01326767,Central European Society for Anticancer Research (CESAR) Study of Paclitaxel Therapeutic Drug Monitoring,CEPAC-TDM,Completed,No Results Available,"Carcinoma, Non-Small-Cell Lung",Drug: Paclitaxel dosing according to SmPC|Drug: Individualized pharmacokinetically driven paclitaxel dosing,Grad 4 Neutropenia|Objective tumor response according to Response Evaluation Criteria in Solid Tumors 1.1 (RECIST v1.1)|Progression free survival|Overall survival|Overall neutropenia|Hematological / non-hematological toxicites|Cumulative dose and dose intensity of paclitaxel and platinum drug|Incidence of changes from cisplatin to carboplatin and reasons thereof|Overall rate of febrile neutropenia and hospitalization due to chemotherapy-associated adverse events|Health economic analysis using QoL Questionnaires,"Central European Society for Anticancer Drug Research|Saladax Biomedical, Inc.|Cantonal Hospital of St. Gallen|University Hospital, Basel, Switzerland|Assign Data Management and Biostatistics GmbH|Wake Forest University|University Hospital, Essen",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 3,366.0,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C-III-002|2010-023688-16,March 2011,December 2014,December 2014,"March 31, 2011",,"January 27, 2016","CESAR Study Center, Bochum, Germany|CESAR study center, Bonn, Germany|CESAR Study Center, Essen, Germany|CESAR study center, Gerlingen, Germany|CESAR study center, Großhansdorf, Germany|CESAR Study Center, Halle an der Saale, Germany|CESAR Study Center, Leer, Germany|CESAR Study Center, Löwenstein, Germany|CESAR Study Center, Munich, Germany|CESAR Study Center, Tübingen, Germany|Kantonsspital St. Gallen, St. Gallen, Switzerland",,https://ClinicalTrials.gov/show/NCT01326767,2,paclitaxel dosing according to smpc,individualized pharmacokinetically driven paclitaxel dosing,1,1,False,False,False,False,paclitaxel dosing according to smpc,individualized pharmacokinetically driven paclitaxel dosing,1,1
746,3186,3187,NCT00174772,Pulmonart: Docetaxel - Non-Small Cell Lung Cancer (NSCLC),,Completed,No Results Available,Lung Neoplasms,Drug: docetaxel and cisplatin followed by concurrent chemoradiotherapy with docetaxel and cisplatin + radiotherapy|Drug: docetaxel and cisplatin + radiotherapy followed by docetaxel and cisplatin,anti-tumor activity including overall response rate|all treatment related acute and chronic toxicity assessed according to the NCI-CTC scale|other adverse events not reported in the NCI-CTI scale|hematological and non-hematological toxicities,Sanofi,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,72.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,XRP6976B_2505,March 2004,February 2009,February 2009,"September 15, 2005",,"February 17, 2010","Sanofi-Aventis Administrative Office, Diegem, Belgium|Sanofi-Aventis Administrative Office, Helsinki, Finland|Sanofi-Aventis Administrative Office, Paris, France|Sanofi-Aventis Administrative Office, Milan, Italy|Sanofi-Aventis Administrative Office, Gouda, Netherlands|Sanofi-Aventis Administrative Office, Barcelona, Spain|Sanofi-Aventis Administrative Office, Istanbul, Turkey|Sanofi-Aventis Administrative Office, Guilford, United Kingdom",,https://ClinicalTrials.gov/show/NCT00174772,2,docetaxel and cisplatin followed by concurrent chemoradiotherapy with docetaxel and cisplatin + radiotherapy,docetaxel and cisplatin + radiotherapy followed by docetaxel and cisplatin,1,1,False,False,False,False,docetaxel and cisplatin followed by concurrent chemoradiotherapy with docetaxel and cisplatin + radiotherapy,docetaxel and cisplatin + radiotherapy followed by docetaxel and cisplatin,1,1
759,3261,3262,NCT00269828,A Survival Study for Women With Advanced Lung Cancer Who Have Not Previously Received Chemotherapy.,,Terminated,No Results Available,NSCLC,Drug: paclitaxel|Drug: paclitaxel poliglumex,"The primary objective of this study is to compare the overall survival of female patients randomized to CT-2103 to that of female patients randomized to paclitaxel.|Secondary objectives are to compare the progression-free survival, response rate, disease control, clinical benefit, quality of life, and the safety and tolerability of the treatment arms.",CTI BioPharma,Female,"18 Years and older   (Adult, Older Adult)",Phase 3,600.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PGT305|PIONEER,December 2005,,December 2006,"December 26, 2005",,"February 14, 2007","Desert Oasis Cancer Center, Casa Grande, Arizona, United States|Arizona Hematology Oncology, Tucson, Arizona, United States|Genesis Cancer Center, Hot Springs, Arkansas, United States|Heritage Physician Group, Oncology, Hot Springs, Arkansas, United States|Pacific Cancer Medical Center, Inc, Anaheim, California, United States|Comprehensive Blood and Cancer Center, Bakersfield, California, United States|Tower Cancer Research Foundation, Beverly Hills, California, United States|Providence St. Joseph Medical Center, Burbank, California, United States|Hematology/Oncology Group of Fresno, Inc, Fresno, California, United States|Comprehensive Cancer Center-Research Office, Glendale, California, United States|Loma Linda University Cancer Institute, Loma Linda, California, United States|Pacific Shores Medical Group, Long Beach, California, United States|Medical Oncology Care Associates, Orange, California, United States|The Cancer Research and Prevention Center, Soquel, California, United States|Bethesda Research Center, Boynton Beach, Florida, United States|Broward Oncology Associates, Ft. Lauderdale, Florida, United States|Florida Wellcare, Inverness, Florida, United States|Cancer & Blood Disease Center, Lecanto, Florida, United States|Oncology-Hematology Associates of West Broward, Tamarac, Florida, United States|Hematology Oncology Speaclist, Tampa, Florida, United States|Joliet Oncology Hematology Associates, Ltd., Joliet, Illinois, United States|Loyola University Health Systems, Maywood, Illinois, United States|Mid-Illinois HEM & ONC Assoc., Normal, Illinois, United States|Northern Indiana Cancer Research Consortium, South Bend, Indiana, United States|Associated Physicians & Surgeons Clinic, Terre Haute, Indiana, United States|Kentucky Cancer Clinic, Hazard, Kentucky, United States|West Kentucky Hematology & Oncology Group, PSC, Paducah, Kentucky, United States|Cabrini Center for Cancer Care, Alexandria, Louisiana, United States|West Michigan Cancer Center, Kalamazoo, Michigan, United States|Oncology Care Associates, PLLC, St. Joseph, Michigan, United States|Troy, Michigan, United States|Hubert H. Humphrey Cancer Center, Robbinsdale, Minnesota, United States|St. Louis Cancer Care Center, Chesterfield, Missouri, United States|Columbia Comprehensive Cancer Care Clinics, Columbia, Missouri, United States|Bond Clinic, Rolla, Missouri, United States|Saint Louis University, St. Louis, Missouri, United States|Washington University Siteman Cancer Center Pharmacy, St. Louis, Missouri, United States|Montana Cancer Specialists, Missoula, Montana, United States|Sierra Nevada Oncology Care, Carson City, Nevada, United States|Essex Oncology of North Jersey, PA, Belleville, New Jersey, United States|Atlanta HEM ONC, Manasquan, New Jersey, United States|Oncology and Hematology Specialist, PA, Moutain Lakes, New Jersey, United States|San Juan Oncology Association, Farmington, New Mexico, United States|Our Lady of Mercy Medical Center, Bronx, New York, United States|Suny Downstate Medical Center, Brooklyn, New York, United States|Cancer Treatment Services, Corning, New York, United States|Interlakes Foundation, Inc., Rochester, New York, United States|Guthrie Clinic, Sayre, New York, United States|New York Medical Collegw, Valhalla, New York, United States|Alamance Cancer Center, Burling, North Carolina, United States|UNC Chapel Hill Oncology Protocol Office, Chapel Hill, North Carolina, United States|Leo Jenkins Cancer Center, Greenville, North Carolina, United States|Northwestern Carolina Oncology & Hematology, Hickory, North Carolina, United States|St. Alexius Medical Center, Bismark, North Dakota, United States|University of Cleveland, Cleveland, Ohio, United States|Metro Health Medical Center, Cleveland, Ohio, United States|The Cleveland Clinic Foundation, Taussig Cancer Center, Cleveland, Ohio, United States|Dayton Clinical Oncology Program, Dayton, Ohio, United States|Signal Point Hematology/Oncology, Inc., Middletown, Ohio, United States|Charleston Hematology Oncology, Charleston, South Carolina, United States|The Family Cancer Center, Collierville, Tennessee, United States|Mary Crowley Medical Research Center, Dallas, Texas, United States|JPS Center for Cancer Care, Ft. Worth, Texas, United States|Columbia Basin HEM/ONC, Kennewick, Washington, United States|Sanatorio Parque, Rosario, Santa Fe, Argentina|CETEN, Beunos Aires, Argentina|Hospital Privado de Comunidad, Buenos Aires, Argentina|Hospital General de Agudos ""Dr Teodoro Alvarez"", Buenos Aires, Argentina|Instituto Alexander Fleming, Ciudad de Buenos Aires, Argentina|Instituto Oncologico de Cordoba - IONC, Cordoba, Argentina|LUCEN, Cuidad Autonoma de Buenos Aires, Argentina|ISIS Clinica Especializada, Urquiza, Argentina|District Oncology Dispensary, Plovdiv, Bulgaria|District Oncolodispensary with Impatient sector, Rousse, Bulgaria|Military Medical Academy, Sofia, Bulgaria|Regional Oncology Dispensary with Inpatient Secot-Sofia District, Sogia, Bulgaria|Regional Oncology Dispensary with Inpatient Sector, Varna, Bulgaria|University Mulitprofile Hospital for Active Treatment ""Sveta Marina"", Varna, Bulgaria|University Multiprofile Hospital for Active Treatment ""Sveta Marina"", Varna, Bulgaria|Regional Oncology Dispensary with Inpatient sector, Veliko Tarnovo, Bulgaria|Jewish General Hospital, Montreal, Quebec, Canada|Erzsebet Juhasz, Budapest, Hungary|University of Debrecen, Pulmonology Clinic, Debreen, Hungary|Hospital for Thoracic Diseases of Csongrad Country, Deszk, Hungary|Pulmonology Institute of Veszprem County, Farkasgyepu, Hungary|Hospital for Pulmonological Diseases of the Bekes County, Gyula, Hungary|Hospital of the Chest Desease of the Hungarian Reformed Church, Mosdos, Hungary|Karolina Hospital, Mosonmagyarovar, Hungary|Barany County Hospital, Pecs, Hungary|Erzsebet Hospital, Sopron, Hungary|Sanatorium for Pulmonological Diseases, Torokbalint, Hungary|Centenario Hospital Miguel Hidalgo, Aguascalientes, Ags., Mexico|CIMA Chihuahua, Chihuahua, Chih, Mexico|Hospital General, Durango, Dgo., Mexico|Instituto Estatal de Cancerologia ""Dr. Arturo Beltran Ortega"", Acapulco, Gro, Mexico|Hospital Dr. Angel Leano, Zapopan, Jalisco, Mexico|Hospital Star Medica Morelina, Morelia, Michoacan, Mexico|Monterrey International Research Center, Monterrey, N.l., Mexico|Centro Estatal de Canceologia, Jalapa, Veracruz, Mexico|Centro Anticanceroso de la Cruz Roja Mexicana de Merida, Merida, Yucatan, Mexico|Centro Estatal de Cancerologia, Chihuahua, Mexico|Hospital Central ""Dr. Ignacio Morones Prieto"", San Luis Potosi, Mexico|Hospital General Regional, Veracruz, Mexico|Kujawsko-Pomorskie Centrum Pulmunologii, Bydgoszcz, Poland|Krakowski Szpital Specjelistyczny, Kawkow, Poland|Centrum Onkologii Ziemii Lubelskiej, Lublin, Poland|Zaklad Opieki Zdrowotnej Ministerstaw Spraw Wewnetrznych i Administraeji, Olsztyn, Poland|Mazowleckie Centrum leczenia Chorob Pluc i Gruzlicy, Otwock, Poland|Wielkopolskie Centrum Chorob Pluc i Gruzlicy, Samodzielmy Publiczny ZOZ, Poznan, Poland|SPSK nr l im. Przemienienia AM w Poznaniu, Poznan, Poland|MSc Grezegorz Jedrejezak, Wroclaw, Poland|Dolnoslaskie Centrum Chorob Pluc ul. Grabiszynska 105, Wroclaw, Poland|Institutul Oncologie - Clinic de Oncologie Medicala, Bucharest, Romania|Prof. Dr. Al. Trestioreanu Institute of Oncology, Bucharest, Romania|""Prof. Dr. I. Chiricuta"" Institute of Oncology, Cluj-Napoca, Romania|Emergency Clinical County Hospital, Craiova, Romania|Oradea Clinical County Hospital, Oradea, Romania|Clinical County Hospital, Sibiu, Romania|Timisoara Emergency Clinical Municipal Hospital, Timisoara, Romania|Chelyabinsk Regional Oncology Center, Chelyabinsk, Russian Federation|Krasnodar City Oncology Center, Krasnodar, Russian Federation|Moscow Municpal Oncology Hospital #62, Moscow Region, Russian Federation|Moscow Oncology Clinical Dispensary #1, Moscow, Russian Federation|SI Russian Oncological Scientific Center after N.N. Blokhim RAMS, Moscow, Russian Federation|SI Russian Oncological Scientific Center after N.N. Blokhin RAMS, Moscow, Russian Federation|Centeral ClinicalHospital of the President o the Russian Federation, Moscow, Russian Federation|Omsk Regional Oncology Center, Omsk, Russian Federation|Orenburg Regional Oncology Clinical Center, Orenburg, Russian Federation|St. Petersburg City Clinical Oncology Center, Saint Petersburg, Russian Federation|Lenigrad Regional Oncology Center, St. Petersburg, Russian Federation|Leningrad Regional Clinical Hospital, St. Petersburg, Russian Federation|St. Petersbrug State Medical Pavlov University, St. Petersburg, Russian Federation|Donetsk Regional Antineoplastic Center, Donetsk, Ukraine|Ivano-Frankovsk Regional Oncology Center, Ivano-Frankovsk Medical University, Ivano-Frankovsk, Ukraine|Instiute of Oncology under AMS of Ukraine, Kiev, Ukraine|Volyn Regional Oncology Dispensary, Lutsk, Ukraine|Uzhgorod National University, Regional Clinical Oncology Dispensary, Uzhgorod, Ukraine|Vinnitsa State Medical University, Vynnytsya, Ukraine|Zaporizhzhya Regional Oncology Dispensary, Zaprizhzhya, Ukraine|The Royal Bournemouth Hospital, Bournemouth, United Kingdom|Oncology Pharmacy, London, United Kingdom|Wythenshaw Hospital, Pharmacy Department, Manchester, United Kingdom|Southhampton General Hospital, Southhampton, United Kingdom",,https://ClinicalTrials.gov/show/NCT00269828,2,paclitaxel,paclitaxel poliglumex,1,1,False,False,False,False,paclitaxel,paclitaxel poliglumex,1,1
773,3342,3343,NCT00298415,Chemotherapy of Elderly Patients With Non-Small-Cell Lung Cancer (NSCLC),,Completed,No Results Available,NSCLC,Drug: Paclitaxel + Carboplatin|Drug: Monotherapy (gemcitabine or vinorelbine),Overall survival|Objective response,Intergroupe Francophone de Cancerologie Thoracique,All,70 Years to 89 Years   (Older Adult),Phase 3,451.0,Other,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IFCT-0501,March 2006,September 2010,December 2011,"March 2, 2006",,"October 25, 2013","CH - Pneumologie, Belfort, France|CHU Besancon - Pneumologie, Besancon, France|CHU - Pneumologie, Caen, France|CHU, Grenoble, France|Hôpital Tenon - Pneumologie, Paris, France",,https://ClinicalTrials.gov/show/NCT00298415,2,paclitaxel + carboplatin,monotherapy (gemcitabine or vinorelbine),1,1,False,False,False,False,paclitaxel + carboplatin,monotherapy (gemcitabine or vinorelbine),1,1
791,3426,3427,NCT02607592,A Prospective Multi-center Phase III Randomized Controlled Trial,NACA,Recruiting,No Results Available,Carcinoma，Non-Small-Cell Lung,Drug: cisplatin and pemetrexed|Drug: nadaplatin+pemetrexed,overall toxicity value|primary free-survival（PFS）|objective response rate （ORR）|overall survival（OS）,Sun Yat-sen University,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 3,293.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,201507003,August 2015,August 2019,August 2020,"November 18, 2015",,"June 27, 2019","Sun Yat-sen University of cancer center, Guangzhou, Guangdong, China",,https://ClinicalTrials.gov/show/NCT02607592,2,cisplatin and pemetrexed,nadaplatin+pemetrexed,1,1,False,False,False,False,cisplatin and pemetrexed,nadaplatin+pemetrexed,1,1
802,3499,3500,NCT01347424,Evaluating Endostatin Plus TC Regimen in Secondary Malignant Neoplasm of Liver Using Contrast Enhancement Ultrasonography,,Unknown status,No Results Available,Non Small Cell Lung Cancer|Nasopharyngeal Cancer|Liver Metastasis,"Drug: Paclitaxel , carboplatin, endostatin|Drug: Paclitaxel and Carboplatin",The changes of blood flow perfusion in secondary malignant neoplasm of liver|Comparing the difference of OS(Overall Survival) and ORR(Objective Response Rate) according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria in the two different arms.|Number of Participants with Adverse Events in the two different arms,Sun Yat-sen University,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2,40.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,XIANSHENG,January 2011,May 2014,October 2014,"May 4, 2011",,"December 9, 2013","SunYat-senU, GuangZhou, Guangdong, China",,https://ClinicalTrials.gov/show/NCT01347424,2,"paclitaxel , carboplatin, endostatin",paclitaxel and carboplatin,1,1,False,False,False,False,"paclitaxel , carboplatin, endostatin",paclitaxel and carboplatin,1,1
803,3506,3507,NCT00432315,Docetaxel in Non Small Cell Lung Cancer (NSCLC),,Completed,No Results Available,"Carcinoma, Squamous Cell",Drug: Docetaxel + CDDP|Drug: docetaxel + CDDP,To assess the response rate to induction therapy with docetaxel in combination with CDDP|Resectability after induction therapy|Time to progression|Overall survival|Safety profile|Quality of life,Sanofi,All,"19 Years to 75 Years   (Adult, Older Adult)",Phase 2,80.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TAX_AT1_203,May 2001,October 2009,October 2009,"February 7, 2007",,"September 14, 2010","Sanofi-Aventis Administrative Office, Vienna, Austria",,https://ClinicalTrials.gov/show/NCT00432315,2,docetaxel + cddp,docetaxel + cddp,1,1,False,False,False,False,docetaxel + cddp,docetaxel + cddp,1,1
