,index,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL,arms,arm1,arm2,arm1_included,arm2_included,arm1_to_remove,arm2_to_remove,also_arm1_to_remove,also_arm2_to_remove,new_arm1,new_arm2,arm1_has_approved_drugs,arm2_has_approved_drugs,Included,Reason
553,2381,2382,NCT00061451,Pemetrexed Plus Gemcitabine as Front-Line Chemotherapy for Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer: A Clinical Trial,,Completed,No Results Available,"Carcinoma, Non-Small-Cell Lung",Drug: Pemetrexed|Drug: Gemcitabine,To assess the objective tumor response rate of gemcitabine plus pemetrexed in patients with advanced or metastatic non-small-cell lung cancer.|To assess time to objective tumor response for responding patients|To assess duration of response for responding patients|To assess time to treatment failure for patients|To assess progression free survival of patients|To assess time to progressive disease for patients|To assess survival time for patients|To characterize the toxicities of gemcitabine plus pemetrexed in this patient population,Eli Lilly and Company,All,"18 Years and older   (Adult, Older Adult)",Phase 2,48,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,7213|H3E-US-JMFY,2-Dec,,6-Sep,29-May-03,,22-Dec-10,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559 or 317-615-4559) Mon-Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Palo Alto, California, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559 or 317-615-4559) Mon-Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Columbia, Missouri, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559 or 317-615-4559) Mon-Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Kansas City, Missouri, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1877-285-4559, 1-317-615-4559) Mon-Fri from 9AM to 5PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Great Falls, Montana, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559 or 317-615-4559) Mon-Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Seattle, Washington, United States",,https://ClinicalTrials.gov/show/NCT00061451,2,pemetrexed,gemcitabine,1,1,FALSE,FALSE,FALSE,FALSE,pemetrexed,gemcitabine,1,1,TRUE,
554,2382,2383,NCT02733250,Pembrolizumab With Nab-Paclitaxel in Non-Small Cell Lung Cancer,URCOH-PMS-001,"Active, not recruiting",No Results Available,Lung Cancer,Biological: Pembrolizumab|Drug: Nab-Paclitaxel,"Safety and tolerability of nab-paclitaxel in combination with pembrolizumab as measured by incidence of drug related adverse events (AEs), serious drug related AEs, dose-limiting toxicities.|Objective Response Rate (ORR)",Centre hospitalier de l'Université de Montréal (CHUM)|Centre de Recherche du Centre Hospitalier de l'Université de Montréal|Merck Canada Inc.|Celgene|Jewish General Hospital,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,36,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CE15.274,13-Mar-17,20-Apr,20-Dec,11-Apr-16,,20-Jun-18,"Centre hospitalier de l'université de Montréal (CHUM), Montreal, Quebec, Canada|Jewish General Hospital, Montreal, Quebec, Canada",,https://ClinicalTrials.gov/show/NCT02733250,2,pembrolizumab,nab-paclitaxel,1,1,FALSE,FALSE,FALSE,FALSE,pembrolizumab,nab-paclitaxel,1,1,TRUE,
562,2418,2419,NCT00193323,Weekly Docetaxel Versus Weekly Docetaxel/Gemcitabine in the Treatment of Non-Small Cell Lung Cancer in Elderly Patients,,Completed,No Results Available,Lung Cancer,Drug: Docetaxel|Drug: Gemcitabine,median survival|one-year survival.|toxicity,"SCRI Development Innovations, LLC|Aventis Pharmaceuticals",All,"18 Years and older   (Adult, Older Adult)",Phase 2,346,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SCRI LUN 52|104864-450,1-Aug,6-May,9-Jan,19-Sep-05,,28-Jun-10,"Tennessee Oncology, PLLC, Nashville, Tennessee, United States",,https://ClinicalTrials.gov/show/NCT00193323,2,docetaxel,gemcitabine,1,1,FALSE,FALSE,FALSE,FALSE,docetaxel,gemcitabine,1,1,TRUE,
571,2497,2498,NCT00174629,GILT Docetaxel - Non-Small Cell Lung Cancer,,Completed,No Results Available,Lung Neoplasms,Drug: Docetaxel/DDP|Drug: docetaxel/gemcitabine,"Overall response rate (complete plus partial responses) between the genotypic group and the control group using an intent-to-treat analysis.|Time to treatment failure and survival|Clinical and laboratory toxicities graded according to NCIC-CTG Expanded Common Toxicity Criteria.|Adverse events not reported in NCIC-CTG Expanded Common Toxicity Criteria will be graded as mild, moderate, severe, and life threatening.",Sanofi,All,"18 Years and older   (Adult, Older Adult)",Phase 3,449,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TAX_ES1_302,1-Jun,7-Jan,,15-Sep-05,,7-Dec-09,"Sanofi-Aventis, Berlin, Germany|Sanofi-Aventis, Barcelona, Spain|Sanofi-Aventis, Genève, Switzerland",,https://ClinicalTrials.gov/show/NCT00174629,2,docetaxel/ddp,docetaxel/gemcitabine,1,1,FALSE,FALSE,FALSE,FALSE,docetaxel/ddp,docetaxel/gemcitabine,1,1,FALSE,Ddp is not an approved drug
574,2517,2518,NCT03460678,Randomized Comparative Study of Erlotinib and Pemetrexed in the Maintenance Treatment of Advanced Lung Cancer Patients.,,Recruiting,No Results Available,"Carcinoma, Non-Small-Cell Lung",Drug: Pemetrexed|Drug: Erlotinib,Progression-Free Survival (PFS) in eligible patients randomized to erlotinib or pemetrexed treatment arms|Median Overall Survival (OS) Time between eligible patients randomized to erlotinib or pemetrexed treatment of therapy|Overall response rate and duration between eligible patients randomized to erlotinib or pemetrexed treatment arms|Incidence of adverse events (AEs) and serious adverse events (SAEs) to erlotinib and pemetrexed,Hikma Pharmaceuticals LLC,All,"18 Years and older   (Adult, Older Adult)",Phase 4,72,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MRT-JOR-LEB-KSA-2016-04,28-Feb-18,19-Dec,19-Dec,9-Mar-18,,19-Mar-18,"King Hussein Cancer Center (KHCC), Amman, Jordan|American University of Beirut Medical Center, Beirut, Lebanon",,https://ClinicalTrials.gov/show/NCT03460678,2,pemetrexed,erlotinib,1,1,FALSE,FALSE,FALSE,FALSE,pemetrexed,erlotinib,1,1,TRUE,
579,2532,2533,NCT02511184,Crizotinib Plus Pembrolizumab In Alk-Positive Advanced Non Small Cell Lung Cancer Patients,,Terminated,Has Results,ALK-positive Advanced NSCLC,Drug: Crizotinib|Drug: Pembrolizumab,"Number of Participants With Dose-limiting Toxicity (DLT)|Number of Participants With Treatment-Emergent Adverse Events|Objective Response Rate (ORR)|Duration of Response|Time to Tumor Response|Progression Free Survival|6-Month, 12-Month and 18-Month Progression Free Survival Probabilities|Overall Survival|12-Month and 18-Month Overall Survival Probabilities|Number of Participants With Maximum Grade in Laboratory Hematology Test Shifting From Grade 0, 1 or 2 at Baseline to Grade 3 or 4 During Treatment|Number of Participants With Maximum Grade in Laboratory Chemistry Test Shifting From Grade 0, 1 or 2 at Baseline to Grade 3 or 4 During Treatment|Plasma Concentration Summary of Crizotinib for ""Crizotinib + Pembrolizumab"" Group|Plasma Concentration Summary of Crizotinib for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Time to Maximum Plasma Concentration (Tmax) of Crizotinib for ""Crizotinib + Pembrolizumab"" Group|Time to Maximum Plasma Concentration (Tmax) of Crizotinib for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve From 0 to 8 Hours (AUC0-8) of Crizotinib for ""Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve From 0 to 8 Hours (AUC0-8) of Crizotinib for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve Over the Dosing Interval (AUCtau) of Crizotinib for ""Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve Over the Dosing Interval (AUCtau) of Crizotinib for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Apparent Plasma Clearance (CL/F) of Crizotinib for ""Crizotinib + Pembrolizumab"" Group|Apparent Plasma Clearance (CL/F) of Crizotinib for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Plasma Concentration Summary of PF-06260182 for ""Crizotinib + Pembrolizumab"" Group|Plasma Concentration Summary of PF-06260182 for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Time to Maximum Plasma Concentration (Tmax) of PF-06260182 for ""Crizotinib + Pembrolizumab"" Group|Time to Maximum Plasma Concentration (Tmax) of PF-06260182 for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve Over the Dosing Interval (AUCtau) of PF-06260182 for ""Crizotinib + Pembrolizumab"" Group|Area Under the Plasma Concentration Time Curve Over the Dosing Interval (AUCtau) of PF-06260182 for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Metabolite (PF-06260182) to Parent (Crizotinib) AUCtau Ratio for ""Crizotinib + Pembrolizumab"" Group|Metabolite (PF-06260182) to Parent (Crizotinib) AUCtau Ratio for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Metabolite (PF-06260182) to Parent (Crizotinib) Concentration Ratio for ""Crizotinib + Pembrolizumab"" Group|Metabolite (PF-06260182) to Parent (Crizotinib) Concentration Ratio for ""Crizotinib Monotherapy Followed by Crizotinib + Pembrolizumab"" Group|Serum Concentration of Pembrolizumab|Number of Participants With Programmed Death Receptor-1 Ligand-1 (PD-L1) Expression Level Meeting Pre-defined Criteria",Pfizer|Merck Sharp & Dohme Corp.,All,"18 Years and older   (Adult, Older Adult)",Phase 1,9,Industry,Interventional,Masking: None (Open Label)|Primary Purpose: Treatment,A8081054|KEYNOTE 050|CRIZOTINIB,15-Oct,17-Dec,17-Dec,29-Jul-15,1-Jul-19,1-Jul-19,"University of Alabama at Birmingham, Birmingham, Alabama, United States|University of Alabama at Birmingham, IDS Pharmacy, Birmingham, Alabama, United States|University of Alabama at Birmingham, Birmingham, Alabama, United States|City of Hope National Medical Center, Duarte, California, United States|UC San Diego Moores Cancer Center - Investigational Drug Services, La Jolla, California, United States|UC San Diego Medical Center - La Jolla(Thornton Hospital), La Jolla, California, United States|University Of California / San Diego Moores Cancer Center, La Jolla, California, United States|UC San Diego Medical Center - Hillcrest, San Diego, California, United States|Emory University Hospital Midtown, Atlanta, Georgia, United States|Emory University Hospital, Atlanta, Georgia, United States|The Emory Clinic, Atlanta, Georgia, United States|Winship Cancer Institute of Emory University, Atlanta, Georgia, United States|The Cleveland Clinic Foundation, Cleveland, Ohio, United States|Swedish Cancer Institute, Seattle, Washington, United States|Swedish Investigational Drug Services Pharmacy, Seattle, Washington, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/84/NCT02511184/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/84/NCT02511184/SAP_001.pdf",https://ClinicalTrials.gov/show/NCT02511184,2,crizotinib,pembrolizumab,1,1,FALSE,FALSE,FALSE,FALSE,crizotinib,pembrolizumab,1,1,TRUE,
581,2545,2546,NCT01652469,Testing of Drugs Erlotinib and Docetaxel in Lung Cancer Patients Classified Regarding Their Outlook Using VeriStrat®.,EMPHASIS,Completed,Has Results,"Carcinoma, Non-Small-Cell Lung",Drug: Erlotinib|Drug: Docetaxel,Progression-free Survival|Overall Survival|Objective Response|Disease Control|Number of Participants With Adverse Events,"European Thoracic Oncology Platform|Biodesix, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 3,81,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ETOP3-12|2012-001896-35,12-Aug,15-Dec,15-Dec,30-Jul-12,8-Aug-19,24-Oct-19,"Krankenhaus Hietzing, Wien, Austria|Institut Jules Bordet, Brussels, Belgium|Aarhus University Hospital, Aarhus, Denmark|University Hospital of Heraklion, Heraklion, Greece|National Institute of Oncology, Budapest, Hungary|St James's Hospital, Dublin, Ireland|Institution Rabin MC, Petah Tikwa, Israel|Tel-Aviv Medical Center, Tel-Aviv, Israel|Medical Oncology, Second University Naples, Naples, Italy|Vercelli Teaching Hospital, Vercelli, Italy|Free University Medical Center, Amsterdam, Netherlands|Hospital general de Alicante, Alicante, Spain|Hospital Clínic Barcelona, Barcelona, Spain|Institut Català d'Oncologia - L'Hospitalet, Barcelona, Spain|Ciudad Real General University Hospital, Ciudad Real, Spain|Hospital San Pedro de Alcantara, Cáceres, Spain|Onkologikoa, Donostia, Spain|Hospital Severo Ochoa, Leganés, Spain|Hospital 12 de Octubre, Madrid, Spain|Carlos Haya Hospital, Malaga, Spain|Hospital Universitari Sant Joan, Reus, Spain|Hospital Arnau Vilanova Valencia, Valencia, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain|Hospital La Fe, Valencia, Spain|University Hospital Basel, Basel, Switzerland|Kantonsspital Graubünden, Chur, Switzerland|Fondation du centre Pluridisciplinaire d'Oncologie (CePO), Lausanne, Switzerland|Kantonsspital Luzern, Luzern, Switzerland|Onkologiezentrum Berner Oberland, Thun, Switzerland|Universitätsspital Zürich, Zürich, Switzerland|University Hospital South Manchester, Manchester, United Kingdom|Weston Park Hospital, Sheffield, United Kingdom","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/69/NCT01652469/Prot_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/69/NCT01652469/ICF_001.pdf|""Statistical Analysis Plan: Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/69/NCT01652469/SAP_002.pdf|""Statistical Analysis Plan: moc figures SAP"", https://ClinicalTrials.gov/ProvidedDocs/69/NCT01652469/SAP_003.pdf|""Statistical Analysis Plan: moc tables SAP"", https://ClinicalTrials.gov/ProvidedDocs/69/NCT01652469/SAP_004.pdf",https://ClinicalTrials.gov/show/NCT01652469,2,erlotinib,docetaxel,1,1,FALSE,FALSE,FALSE,FALSE,erlotinib,docetaxel,1,1,TRUE,
589,2581,2582,NCT00489983,Trial of Pemetrexed or Pemetrexed With Gemcitabine for Patients With Advanced Lung Cancer Who Are Not Eligible for Platinum-Based Chemotherapy and Have Not Previously Been Treated With Chemotherapy,,Completed,No Results Available,Non-Small Cell Lung Cancer,Drug: pemetrexed|Drug: gemcitabine,"To evaluate efficacy.|To evaluate toxicity.|To evaluate response.|To evaluate overall survival, duration of overall response, and duration of stable disease.",Eli Lilly and Company,All,70 Years and older   (Older Adult),Phase 2,91,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,5119|H3E-EW-JMEM,3-Jul,,5-Mar,22-Jun-07,,22-Jun-07,"For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Berlin, Germany|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Milano, Italy|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., London, United Kingdom",,https://ClinicalTrials.gov/show/NCT00489983,2,pemetrexed,gemcitabine,1,1,FALSE,FALSE,FALSE,FALSE,pemetrexed,gemcitabine,1,1,TRUE,
598,2627,2628,NCT01755923,Gefitinib or Docetaxel as Second Line Therapy for Wild-type Epidermal Growth Factor Receptor (EGFR) NSCLC,,Unknown status,No Results Available,Non-small Cell Lung Cancer,Drug: Gefitinib|Drug: Docetaxel,Progression free survival|Overall survival|Objective response rate|the score of functional assessment of cancer treatment-lung (FACT-L)|Number of participants with adverse events,Peking Union Medical College Hospital,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PUMCH-S466,12-Dec,13-Dec,14-Dec,24-Dec-12,,24-Dec-12,"Department of Respiratory Medicine, Peking Union Medical College Hospita, Beijing, Beijing, China",,https://ClinicalTrials.gov/show/NCT01755923,2,gefitinib,docetaxel,1,1,FALSE,FALSE,FALSE,FALSE,gefitinib,docetaxel,1,1,TRUE,
599,2629,2630,NCT02803203,Osimertinib and Bevacizumab as Treatment for EGFR-mutant Lung Cancers,,"Active, not recruiting",No Results Available,Non-small Cell Lung Cancer|EGFR-mutant Lung Cancers,Drug: osimertinib|Drug: Bevacizumab,maximum tolerated dose (MTD) (Phase I)|progression-free survival (Phase II),"Memorial Sloan Kettering Cancer Center|AstraZeneca|Genentech, Inc.",All,"19 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,50,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,16-033,29-Jun-16,20-Jun,20-Jun,16-Jun-16,,5-Sep-19,"Memoral Sloan Kettering Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth, Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen, Montvale, New Jersey, United States|Memorial Sloan Kettering commack, Commack, New York, United States|Memorial Sloan Kettering Westchester, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States",,https://ClinicalTrials.gov/show/NCT02803203,2,osimertinib,bevacizumab,1,1,FALSE,FALSE,FALSE,FALSE,osimertinib,bevacizumab,1,1,TRUE,
